2024-12-20 03:49:35,664 [Server thread] INFO GottschCore | VersionChecker.java:110 | [gottschcore] Starting version check at https://raw.githubusercontent.com/gottsch/gottsch-minecraft-GottschCore/1.12.2-master/update.json
2024-12-21 00:56:37,491 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/beached-ship2.json at ./world/data/meta/treasure2/structures/beached-ship2.json but it doesn't exist.
2024-12-21 00:56:37,492 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/beached-ship3.json at ./world/data/meta/treasure2/structures/beached-ship3.json but it doesn't exist.
2024-12-21 00:56:37,492 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/blacksmith1.json at ./world/data/meta/treasure2/structures/blacksmith1.json but it doesn't exist.
2024-12-21 00:56:37,492 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/castle1.json at ./world/data/meta/treasure2/structures/castle1.json but it doesn't exist.
2024-12-21 00:56:37,492 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/cave1.json at ./world/data/meta/treasure2/structures/cave1.json but it doesn't exist.
2024-12-21 00:56:37,493 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/cave2.json at ./world/data/meta/treasure2/structures/cave2.json but it doesn't exist.
2024-12-21 00:56:37,493 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/church1.json at ./world/data/meta/treasure2/structures/church1.json but it doesn't exist.
2024-12-21 00:56:37,493 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/cobb1.json at ./world/data/meta/treasure2/structures/cobb1.json but it doesn't exist.
2024-12-21 00:56:37,493 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/crypt1.json at ./world/data/meta/treasure2/structures/crypt1.json but it doesn't exist.
2024-12-21 00:56:37,494 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/crypt2.json at ./world/data/meta/treasure2/structures/crypt2.json but it doesn't exist.
2024-12-21 00:56:37,494 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/crypt3.json at ./world/data/meta/treasure2/structures/crypt3.json but it doesn't exist.
2024-12-21 00:56:37,495 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/desert-tower2.json at ./world/data/meta/treasure2/structures/desert-tower2.json but it doesn't exist.
2024-12-21 00:56:37,495 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/dingy1.json at ./world/data/meta/treasure2/structures/dingy1.json but it doesn't exist.
2024-12-21 00:56:37,495 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/fortress1.json at ./world/data/meta/treasure2/structures/fortress1.json but it doesn't exist.
2024-12-21 00:56:37,495 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/house1.json at ./world/data/meta/treasure2/structures/house1.json but it doesn't exist.
2024-12-21 00:56:37,496 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/ionic1.json at ./world/data/meta/treasure2/structures/ionic1.json but it doesn't exist.
2024-12-21 00:56:37,496 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/iron-chamber1.json at ./world/data/meta/treasure2/structures/iron-chamber1.json but it doesn't exist.
2024-12-21 00:56:37,496 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/iron-chamber2.json at ./world/data/meta/treasure2/structures/iron-chamber2.json but it doesn't exist.
2024-12-21 00:56:37,497 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/large-tower1.json at ./world/data/meta/treasure2/structures/large-tower1.json but it doesn't exist.
2024-12-21 00:56:37,497 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/mine1.json at ./world/data/meta/treasure2/structures/mine1.json but it doesn't exist.
2024-12-21 00:56:37,497 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/obsidian-chamber1.json at ./world/data/meta/treasure2/structures/obsidian-chamber1.json but it doesn't exist.
2024-12-21 00:56:37,497 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/pirate-chamber1.json at ./world/data/meta/treasure2/structures/pirate-chamber1.json but it doesn't exist.
2024-12-21 00:56:37,498 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/sunken-ship1.json at ./world/data/meta/treasure2/structures/sunken-ship1.json but it doesn't exist.
2024-12-21 00:56:37,498 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/sunken-ship2.json at ./world/data/meta/treasure2/structures/sunken-ship2.json but it doesn't exist.
2024-12-21 00:56:37,498 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/sunken-ship3.json at ./world/data/meta/treasure2/structures/sunken-ship3.json but it doesn't exist.
2024-12-21 00:56:37,498 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/tower1.json at ./world/data/meta/treasure2/structures/tower1.json but it doesn't exist.
2024-12-21 00:56:37,499 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/tower2.json at ./world/data/meta/treasure2/structures/tower2.json but it doesn't exist.
2024-12-21 00:56:37,499 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/tower3.json at ./world/data/meta/treasure2/structures/tower3.json but it doesn't exist.
2024-12-21 00:56:37,499 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/tower4.json at ./world/data/meta/treasure2/structures/tower4.json but it doesn't exist.
2024-12-21 00:56:37,500 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/tower5.json at ./world/data/meta/treasure2/structures/tower5.json but it doesn't exist.
2024-12-21 00:56:37,500 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/underwater-ruins1.json at ./world/data/meta/treasure2/structures/underwater-ruins1.json but it doesn't exist.
2024-12-21 00:56:37,500 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/underwater-ruins2.json at ./world/data/meta/treasure2/structures/underwater-ruins2.json but it doesn't exist.
2024-12-21 00:56:37,501 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/underwater-ruins3.json at ./world/data/meta/treasure2/structures/underwater-ruins3.json but it doesn't exist.
2024-12-21 00:56:37,501 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/wither-chamber1.json at ./world/data/meta/treasure2/structures/wither-chamber1.json but it doesn't exist.
2024-12-21 00:56:37,501 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/canopy-wishing-well1.json at ./world/data/meta/treasure2/structures/canopy-wishing-well1.json but it doesn't exist.
2024-12-21 00:56:37,501 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/desert-wishing-well1.json at ./world/data/meta/treasure2/structures/desert-wishing-well1.json but it doesn't exist.
2024-12-21 00:56:37,502 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/desert-wishing-well2.json at ./world/data/meta/treasure2/structures/desert-wishing-well2.json but it doesn't exist.
2024-12-21 00:56:37,502 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/simple-well1.json at ./world/data/meta/treasure2/structures/simple-well1.json but it doesn't exist.
2024-12-21 00:56:37,502 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/wood-draw-wishing-well1.json at ./world/data/meta/treasure2/structures/wood-draw-wishing-well1.json but it doesn't exist.
2024-12-21 00:56:37,504 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:50 | reading resources file from stream.
2024-12-21 00:56:37,505 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:71 | resources -> MetaResources [resources=[submerged/dingy1.nbt, submerged/sunken-ship1.nbt, submerged/sunken-ship2.nbt, submerged/sunken-ship3.nbt, submerged/underwater-ruins1.nbt, submerged/underwater-ruins2.nbt, submerged/underwater-ruins3.nbt, subterranean/basic1.nbt, subterranean/basic2.nbt, subterranean/basic3.nbt, subterranean/basic4.nbt, subterranean/basic5.nbt, subterranean/cave1.nbt, subterranean/cave2.nbt, subterranean/cobb1.nbt, subterranean/crypt1.nbt, subterranean/ionic1.nbt, subterranean/iron-chamber1.nbt, subterranean/iron-chamber2.nbt, subterranean/mine1.nbt, subterranean/obsidian-chamber1.nbt, subterranean/pirate-chamber1.nbt, subterranean/wither-chamber1.nbt, surface/beached-ship1.nbt, surface/beached-ship2.nbt, surface/beached-ship3.nbt, surface/blacksmith1.nbt, surface/castle1.nbt, surface/church1.nbt, surface/crypt2.nbt, surface/crypt3.nbt, surface/desert-tower2.nbt, surface/fortress1.nbt, surface/house1.nbt, surface/large-tower1.nbt, surface/tower1.nbt, surface/tower2.nbt, surface/tower3.nbt, surface/tower4.nbt, surface/tower5.nbt, wells/canopy-wishing-well1.nbt, wells/desert-wishing-well1.nbt, wells/desert-wishing-well2.nbt, wells/simple-well1.nbt, wells/wood-draw-wishing-well1.nbt], resourceFolderLocations=[submerged, subterranean, surface, wells]]
2024-12-21 00:56:37,667 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:50 | reading resources file from stream.
2024-12-21 00:56:37,667 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:71 | resources -> MetaResources [resources=[rulesets/aged_ruleset.json, rulesets/default_ruleset.json, rulesets/ruinous_ruleset.json], resourceFolderLocations=[]]
2024-12-21 00:56:37,668 [Server thread] WARN Treasure2 | TreasureDecayManager.java:201 | Expected to find meta treasure2:rulesets/aged_ruleset.json at ./world/data/decay/treasure2/rulesets/aged_ruleset.json but it doesn't exist.
2024-12-21 00:56:37,674 [Server thread] WARN Treasure2 | TreasureDecayManager.java:201 | Expected to find meta treasure2:rulesets/default_ruleset.json at ./world/data/decay/treasure2/rulesets/default_ruleset.json but it doesn't exist.
2024-12-21 00:56:37,675 [Server thread] WARN Treasure2 | TreasureDecayManager.java:201 | Expected to find meta treasure2:rulesets/ruinous_ruleset.json at ./world/data/decay/treasure2/rulesets/ruinous_ruleset.json but it doesn't exist.
2024-12-21 01:01:18,616 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! UNCOMMON chest at coords: -136 64 248
2024-12-21 01:05:59,049 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: 136 63 408
2024-12-21 01:06:12,107 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! UNCOMMON chest at coords: -120 94 424
2024-12-21 01:07:20,085 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! SCARCE chest at coords: -168 64 -8
2024-12-21 01:07:21,625 [Server thread] INFO Treasure2 | WellGenerator.java:123 | CHEATER! Wishing Well at coords: -186 63 38
2024-12-21 01:07:23,364 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: 40 64 -24
2024-12-21 01:07:36,523 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! RARE chest at coords: -248 63 40
2024-12-21 01:07:49,716 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! EPIC chest at coords: -264 65 168
2024-12-21 01:08:34,879 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: -232 67 -88
2024-12-21 01:13:35,169 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: -72 64 -104
